,weekday,hour,day,lang,reach,retweetcount,likes,klout,sentiment,locationid,isreshare
1195,Monday,3,4,en,2105,0,0,50,0.0,1831,0
1196,Monday,3,4,en,8,0,0,19,0.0,3019,0
1197,Monday,3,4,en,67,0,0,27,0.0,2844,0
1198,Monday,3,4,en,51,1,0,16,4.0,3019,1
1199,Monday,3,4,en,169,0,0,0,-0.666666686534881,3027,0
1200,Monday,3,4,en,5892,0,0,44,0.0,3753,0
1201,Monday,3,4,en,168,41,0,38,0.0,1665,1
1202,Monday,3,4,en,98,0,0,16,3.0,2341,0
1203,Monday,3,4,en,780,0,0,41,0.0,1065,0
1204,Monday,3,4,en,278,0,0,48,2.0,3806,0
1205,Monday,3,4,en,172,0,0,41,0.0,3019,0
1206,Monday,3,4,en,77,0,0,20,0.0,3307,0
1207,Monday,3,4,en,4060,1,0,61,0.0,298,0
1208,Monday,3,4,en,125,2,0,43,0.0,3815,1
1209,Monday,3,4,en,125,1,0,43,0.0,3815,1
1210,Monday,3,4,en,1394,0,0,63,0.0,3753,0
1211,Monday,3,4,en,1394,0,0,63,0.0,3753,0
1212,Monday,3,4,en,1394,0,0,63,0.0,3753,0
1213,Monday,4,4,en,166,0,0,41,1.0,79,0
1214,Monday,4,4,en,1398,0,0,63,0.0,3753,0
1215,Monday,4,4,en,238,54,0,44,0.0,1603,1
1216,Monday,4,4,en,1415,1,0,50,-2.0,3019,1
1217,Monday,4,4,en,109,0,0,34,2.0,3019,0
1218,Monday,4,4,en,630,0,0,50,0.0,1069,0
1219,Monday,4,4,en,62,0,0,37,2.0,3815,0
1220,Monday,4,4,en,305,0,0,47,0.0,1080,0
1221,Monday,4,4,en,142,29,0,30,0.0,4503,1
1222,Monday,4,4,en,916,1,0,33,0.0,3774,1
1223,Monday,4,4,en,4,3,0,0,0.0,3913,1
1224,Monday,4,4,en,109,1,0,34,2.0,3019,0
1225,Monday,4,4,en,32,0,0,20,0.0,3827,0
1226,Monday,4,4,en,1216,0,0,40,0.0,3019,0
1227,Monday,4,4,en,4981,1,0,53,0.0,3753,1
1228,Monday,4,4,en,161,0,0,37,4.0,4500,0
1229,Monday,4,4,en,5892,0,0,44,0.0,3753,0
1230,Monday,5,4,en,7,0,0,26,0.0,287,0
1231,Monday,5,4,en,239,105,0,44,0.0,1603,1
1232,Monday,5,4,_u,151,0,0,42,0.0,3132,0
1233,Monday,5,4,en,372,0,0,48,0.0,3741,0
1234,Monday,5,4,en,344,1,0,45,2.0,3308,0
1235,Monday,5,4,en,225,3,0,43,0.0,3766,1
1236,Monday,5,4,en,628,2,0,45,1.0,3030,0
1237,Monday,5,4,en,1113,1,0,54,2.0,3083,1
1238,Monday,5,4,en,325,0,0,44,0.0,3844,0
1239,Monday,5,4,en,1753,1,0,62,0.0,1644,1
1240,Monday,5,4,en,260,0,0,28,0.0,1800,0
1241,Monday,5,4,en,260,0,0,28,0.0,1800,0
1242,Monday,5,4,en,391,2,0,42,-2.0,2654,0
1243,Monday,5,4,en,2205,0,0,50,0.0,3746,0
1244,Monday,5,4,en,689,2,0,0,3.0,1069,1
1245,Monday,5,4,en,263,44,0,24,0.0,3820,1
1246,Monday,5,4,en,400,0,0,41,0.0,1334,0
1247,Monday,5,4,en,239,1,0,44,2.0,1603,0
1248,Monday,5,4,en,219,1,0,37,2.0,2654,0
1249,Monday,5,4,en,255,6,0,41,0.0,1338,1
1250,Monday,5,4,en,211,0,0,46,0.0,1483,0
1251,Monday,6,4,en,246,0,0,23,0.0,3118,0
1252,Monday,6,4,en,45,0,0,36,0.0,3751,0
1253,Monday,6,4,en,8638,2,0,59,0.0,3766,0
1254,Monday,6,4,_u,264,0,0,25,0.0,2540,0
1255,Monday,6,4,en,269,0,0,46,0.0,3793,0
1256,Monday,6,4,en,902,0,0,39,2.5,3019,0
1257,Monday,6,4,_u,365,0,0,38,0.0,3913,0
1258,Monday,6,4,en,488,0,0,42,0.0,3069,0
1259,Monday,6,4,en,26,0,0,17,0.0,2888,0
1260,Monday,6,4,en,62,0,0,37,0.0,3815,0
1261,Monday,6,4,en,234,0,0,31,2.0,212,0
1262,Monday,6,4,en,15000,1,0,54,0.0,3849,0
1263,Monday,6,4,en,97,1,0,35,0.0,3741,1
1264,Monday,6,4,en,11,1,0,15,0.0,2997,1
1265,Monday,6,4,en,733,0,0,38,1.0,3031,0
1266,Monday,6,4,en,2469,0,0,48,0.0,3309,0
1267,Monday,6,4,en,17,4,0,27,0.0,1069,0
1268,Monday,6,4,en,5975,4,0,61,3.0,289,0
1269,Monday,6,4,en,23,69,0,27,0.0,4081,1
1270,Monday,6,4,en,125,0,0,43,0.0,3815,0
1271,Monday,6,4,en,199,7,0,41,2.0,3820,1
1272,Monday,6,4,en,587,1,0,44,0.5,2055,1
1273,Monday,6,4,en,18839,0,0,69,0.0,2202,0
1274,Monday,6,4,en,1683,1,0,53,0.0,3738,1
1275,Monday,7,4,en,239,0,0,44,0.0,1603,0
1276,Monday,7,4,en,445,0,0,46,0.0,3776,0
1277,Monday,7,4,en,360,43,0,46,0.0,2299,1
1278,Monday,7,4,en,239,0,0,44,1.0,1603,0
1279,Monday,7,4,en,749,3,0,44,1.0,473,1
1280,Monday,7,4,en,2114,6,0,60,-2.0,3019,0
1281,Monday,7,4,en,85,3,0,31,3.0,289,1
1282,Monday,7,4,en,264,0,0,39,0.0,3766,0
1283,Monday,7,4,en,810,0,0,54,1.0,3814,0
1284,Monday,7,4,en,14410,0,0,56,0.0,4598,0
1285,Monday,7,4,en,266,0,0,39,0.0,3766,0
1286,Monday,7,4,en,266,0,0,39,0.0,3766,0
1287,Monday,7,4,en,849,0,0,43,0.0,3782,0
1288,Monday,7,4,en,285,1,0,34,3.0,3865,1
1289,Monday,7,4,en,638,1,0,46,0.0,3978,1
1290,Monday,7,4,en,266,0,0,39,0.0,3766,0
1291,Monday,7,4,en,6099,0,0,49,-2.0,3019,0
1292,Monday,7,4,en,266,0,0,39,0.0,3766,0
1293,Monday,7,4,en,65,29,0,19,0.0,3900,1
1294,Monday,7,4,en,201,56,0,39,0.0,1342,1
1295,Monday,7,4,en,2116,0,0,60,0.0,3019,0
1296,Monday,7,4,en,8,4,0,40,2.0,289,1
1297,Monday,7,4,en,10357,0,0,47,0.0,3753,0
1298,Monday,7,4,en,2963,0,0,56,0.0,3796,0
1299,Monday,7,4,en,3513,0,0,47,0.0,3768,0
1300,Monday,7,4,en,551,0,0,45,1.0,3738,0
1301,Monday,7,4,en,419,0,0,38,0.0,2066,0
1302,Monday,7,4,en,206,1,0,42,0.0,800,1
1303,Monday,7,4,en,267,0,0,39,0.0,3766,0
1304,Monday,7,4,en,361,0,0,46,1.0,4020,0
1305,Monday,7,4,en,467,0,0,35,0.0,3019,0
1306,Monday,7,4,en,267,0,0,39,0.0,3766,0
1307,Monday,7,4,en,267,0,0,39,0.0,3766,0
1308,Monday,7,4,en,86,0,0,27,0.0,3778,0
1309,Monday,8,4,en,220,0,0,37,0.0,2654,0
1310,Monday,8,4,en,235,0,0,50,0.0,3738,0
1311,Monday,8,4,en,27349,35,0,58,0.0,3873,0
1312,Monday,8,4,en,1619,0,0,60,0.0,3792,0
1313,Monday,8,4,en,416,1,0,44,0.0,3752,1
1314,Monday,8,4,en,267,0,0,39,0.0,3766,0
1315,Monday,8,4,en,123,0,0,38,0.0,3825,0
1316,Monday,8,4,en,1395,3,0,50,0.0,757,1
1317,Monday,8,4,en,267,0,0,39,0.0,3766,0
1318,Monday,8,4,en,1068,39,0,43,0.0,4802,1
1319,Monday,8,4,en,82,5,0,51,0.0,1703,1
1320,Monday,8,4,en,267,0,0,39,0.0,3766,0
1321,Monday,8,4,en,1165,13,0,56,0.0,4096,1
1322,Monday,8,4,en,447,1,0,49,0.0,3776,1
1323,Monday,8,4,en,462,0,0,33,1.0,3031,0
1324,Monday,8,4,en,71,0,0,28,0.0,3751,0
1325,Monday,8,4,en,50,0,0,27,0.0,3737,0
1326,Monday,8,4,en,1456,0,0,51,0.0,3825,0
1327,Monday,8,4,en,10099,7,0,54,0.0,4432,1
1328,Monday,8,4,en,186,0,0,48,0.0,3874,0
1329,Monday,8,4,en,387,5,0,35,3.0,3751,0
1330,Monday,8,4,en,45,0,0,23,0.0,3769,0
1331,Monday,8,4,en,1196,0,0,47,0.0,3753,0
1332,Monday,8,4,en,2824,0,0,44,0.0,3019,0
1333,Monday,8,4,en,15000,0,0,54,1.0,3849,0
1334,Monday,8,4,en,268,0,0,39,0.0,3766,0
1335,Monday,8,4,en,1591,8,0,40,0.0,2228,1
1336,Monday,8,4,en,268,0,0,39,0.0,3766,0
1337,Monday,8,4,en,36,0,0,24,0.0,3790,0
1338,Monday,8,4,en,268,0,0,39,0.0,3766,0
1339,Monday,8,4,en,734,0,0,38,1.0,3031,0
1340,Monday,8,4,en,342,0,0,53,0.0,3753,0
1341,Monday,8,4,en,228,0,0,49,0.0,3776,0
1342,Monday,8,4,en,881,3,0,47,1.0,3888,1
1343,Monday,8,4,en,351,1,0,43,0.0,2902,1
1344,Monday,8,4,en,32097,9,0,70,0.0,2650,1
1345,Monday,8,4,en,6,0,0,21,0.0,3739,0
1346,Monday,8,4,en,881,1,0,47,1.5,3888,1
1347,Monday,8,4,en,51,0,0,20,-1.5,3766,0
1348,Monday,8,4,en,462,0,0,33,1.0,3031,0
1349,Monday,8,4,en,515,0,0,35,3.0,1601,0
1350,Monday,8,4,en,1058,0,0,56,0.0,4036,0
1351,Monday,8,4,en,375,1,0,44,0.0,3852,0
1352,Monday,8,4,en,1135,0,0,43,3.0,3069,0
1353,Monday,8,4,en,7769,1,0,46,0.0,3793,0
1354,Monday,8,4,en,129,19,0,28,0.0,3135,1
1355,Monday,8,4,en,30623,10,0,63,0.0,3751,1
1356,Monday,8,4,en,239,0,0,44,0.0,1603,0
1357,Monday,8,4,en,45,0,0,23,-3.0,3769,0
1358,Monday,8,4,en,239,2,0,44,0.0,1603,0
1359,Monday,8,4,en,15001,0,0,54,0.0,3849,0
1360,Monday,8,4,en,120,2,0,36,0.0,3069,1
1361,Monday,8,4,en,2332,1,0,46,0.0,3862,1
1362,Monday,8,4,en,21214,12,0,56,0.0,4803,1
1363,Monday,8,4,en,6564,13,0,58,0.0,3752,1
1364,Monday,8,4,en,28290,1,0,61,0.0,3794,1
1365,Monday,9,4,en,15387,0,0,57,-2.0,3753,0
1366,Monday,9,4,en,15387,0,0,57,2.0,3753,0
1367,Monday,9,4,en,1466,3,0,48,3.0,3857,1
1368,Monday,9,4,en,569,1,0,44,-0.666666686534881,4335,1
1369,Monday,9,4,en,214,2,0,39,1.5,2585,1
1370,Monday,9,4,en,3455,4,0,56,-2.0,3758,1
1371,Monday,9,4,en,19174,0,0,57,0.0,2942,0
1372,Monday,9,4,en,1028,1,0,44,1.0,3310,1
1373,Monday,9,4,en,19174,0,0,57,0.0,2942,0
1374,Monday,9,4,en,244,0,0,42,0.0,2673,0
1375,Monday,9,4,en,233,0,0,40,0.0,3739,0
1376,Monday,9,4,en,1490,2,0,45,0.0,3091,0
1377,Monday,9,4,en,225131,3,0,63,0.0,3784,0
1378,Monday,9,4,en,136,1,0,40,0.0,3842,1
1379,Monday,9,4,en,1453,0,0,51,0.0,3758,0
1380,Monday,9,4,en,9589,0,0,56,3.0,3753,0
1381,Monday,9,4,en,1624,1,0,60,-2.0,3792,0
1382,Monday,9,4,en,375,0,0,44,0.0,3852,0
1383,Monday,9,4,en,91,1,0,30,2.0,3019,1
1384,Monday,9,4,en,4899,0,0,49,0.0,3764,0
1385,Monday,9,4,en,8555,0,0,61,0.0,3969,0
1386,Monday,9,4,en,8555,0,0,61,0.0,3739,0
1387,Monday,9,4,en,45,0,0,36,0.0,3751,0
1388,Monday,9,4,en,521,0,0,45,0.0,3019,0
1389,Monday,9,4,en,366,0,0,56,0.0,3764,0
1390,Monday,9,4,en,83,34,0,17,0.0,737,1
1391,Monday,9,4,en,2117,0,0,46,0.0,2939,0
1392,Monday,9,4,en,126,2,0,27,0.0,4738,1
1393,Monday,9,4,en,204,0,0,45,1.0,3751,0
1394,Monday,9,4,en,1633,1,0,57,0.0,700,1
1395,Monday,9,4,en,488,0,0,45,-1.5,800,0
1396,Monday,9,4,en,33,0,0,22,0.0,4055,0
1397,Monday,9,4,en,250,0,0,40,2.0,3741,0
1398,Monday,9,4,en,3086,71,0,43,0.0,14,1
1399,Monday,9,4,en,218,1,0,36,0.0,3766,0
1400,Monday,9,4,en,734,0,0,38,0.0,3031,0
1401,Monday,9,4,en,1216,0,0,41,0.0,4804,0
1402,Monday,9,4,en,34,3,0,22,0.0,1329,0
1403,Monday,9,4,en,8638,3,0,59,0.0,3766,0
1404,Monday,9,4,en,102,0,0,34,0.0,764,0
1405,Monday,9,4,en,10,0,0,27,0.0,3845,0
1406,Monday,9,4,en,370,0,0,43,0.0,4805,0
1407,Monday,9,4,en,224,0,0,40,2.0,3833,0
1408,Monday,9,4,en,126,1,0,41,0.0,3766,1
1409,Monday,9,4,en,646,1,0,45,0.0,3753,0
1410,Monday,9,4,en,3952,0,0,46,0.0,3019,0
1411,Monday,9,4,en,646,2,0,45,3.0,3753,0
1412,Monday,9,4,en,222,0,0,40,0.0,3738,0
1413,Monday,9,4,en,116,1,0,42,2.0,3031,1
1414,Monday,9,4,en,701,0,0,46,0.5,4188,0
1415,Monday,9,4,en,217,0,0,42,3.0,3766,0
1416,Monday,10,4,en,1817,0,0,44,0.0,3033,0
1417,Monday,10,4,en,27844,1,0,63,2.0,3874,0
1418,Monday,10,4,en,27354,3,0,58,0.0,3873,0
1419,Monday,10,4,en,530,1,0,41,0.0,3311,1
1420,Monday,10,4,en,860,0,0,52,0.0,1934,0
1421,Monday,10,4,en,254,0,0,29,0.0,3766,0
1422,Monday,10,4,en,160,2,0,42,3.0,1333,1
1423,Monday,10,4,en,160,1,0,42,0.0,1333,1
1424,Monday,10,4,en,796,0,0,43,0.0,3741,0
1425,Monday,10,4,en,148,0,0,25,0.0,1788,0
1426,Monday,10,4,en,3513,0,0,51,0.0,3056,0
1427,Monday,10,4,en,34,0,0,22,0.0,1329,0
1428,Monday,10,4,en,317,1,0,42,3.0,3842,0
1429,Monday,10,4,en,4555,2,0,44,0.0,3069,1
1430,Monday,10,4,en,78,104,0,29,0.0,4738,1
1431,Monday,10,4,en,45,20,0,28,0.0,3751,1
1432,Monday,10,4,en,198,0,0,45,0.0,3751,0
1433,Monday,10,4,en,6534,21,0,48,0.0,3758,1
1434,Monday,10,4,en,734,0,0,38,0.0,3031,0
1435,Monday,10,4,en,3726,0,0,48,0.0,4233,0
1436,Monday,10,4,en,805,2,0,46,0.0,3019,1
1437,Monday,10,4,en,562,0,0,42,3.0,3840,0
1438,Monday,10,4,en,1017,4,0,48,0.0,3766,0
1439,Monday,10,4,en,155,7,0,42,2.0,1089,0
1440,Monday,10,4,en,78,2,0,24,0.0,3751,1
1441,Monday,10,4,en,171,1,0,42,0.0,3744,1
1442,Monday,10,4,en,829,0,0,44,0.0,3757,0
1443,Monday,10,4,en,504,0,0,40,0.0,3793,0
1444,Monday,10,4,en,450,0,0,49,0.0,2299,0
1445,Monday,10,4,en,232,0,0,35,-3.0,2654,0
1446,Monday,10,4,en,462,0,0,33,0.0,3031,0
1447,Monday,10,4,en,293139,22,0,79,0.0,3751,1
1448,Monday,10,4,en,146,58,0,27,0.0,1334,1
1449,Monday,10,4,en,117,0,0,41,0.0,4806,0
1450,Monday,10,4,en,288,0,0,51,0.0,3811,0
1451,Monday,10,4,en,459,0,0,35,2.0,3764,0
1452,Monday,10,4,en,44,0,0,18,0.0,3753,0
1453,Monday,10,4,en,13074,1,0,63,1.0,2650,1
1454,Monday,10,4,en,656,0,0,57,0.0,3745,0
1455,Monday,11,4,en,20286,9,0,52,1.0,3995,0
1456,Monday,11,4,_u,45,0,0,36,0.0,3751,0
1457,Monday,11,4,en,1864,3,0,54,0.0,2650,0
1458,Monday,11,4,en,187,0,0,32,0.0,3089,0
1459,Monday,11,4,en,375,0,0,44,0.0,3852,0
1460,Monday,11,4,en,245,0,0,39,3.0,3749,0
1461,Monday,11,4,en,2072,3,0,48,0.0,3019,1
1462,Monday,11,4,en,17322,1,0,47,0.0,3762,1
1463,Monday,11,4,en,998,1,0,48,3.0,3019,0
1464,Monday,11,4,en,10355,0,0,61,3.0,1143,0
1465,Monday,11,4,en,16,0,0,26,3.0,3845,0
1466,Monday,11,4,en,281,2,0,28,3.0,802,1
1467,Monday,11,4,en,121,3,0,24,1.0,4095,1
1468,Monday,11,4,en,41,1,0,33,1.0,774,1
1469,Monday,11,4,en,6590,0,0,47,0.0,3786,0
1470,Monday,11,4,en,425,24,0,43,0.0,3064,1
1471,Monday,11,4,en,994,9,0,51,1.0,800,1
1472,Monday,11,4,en,430,0,0,43,0.0,3785,0
1473,Monday,11,4,en,891,0,0,42,0.0,3019,0
1474,Monday,11,4,en,431,0,0,42,2.0,3843,0
1475,Monday,11,4,en,446997,3,0,72,0.0,3751,1
1476,Monday,11,4,en,8667,1,0,47,0.0,2439,1
1477,Monday,11,4,en,239,0,0,44,0.0,1603,0
1478,Monday,11,4,en,257,40,0,35,0.0,3751,1
1479,Monday,11,4,en,1194,0,0,48,0.0,1334,0
1480,Monday,11,4,en,1018,2,0,48,0.0,3766,1
1481,Monday,11,4,en,7560,25,0,53,0.0,3764,1
1482,Monday,11,4,en,143,0,0,23,3.0,3786,0
1483,Monday,11,4,en,177,1,0,34,-1.0,3019,0
1484,Monday,11,4,en,120,0,0,23,-1.0,3019,0
1485,Monday,11,4,en,275,0,0,48,0.0,3806,0
1486,Monday,11,4,en,375,0,0,44,0.0,3852,0
1487,Monday,11,4,en,36,1,0,24,1.0,3790,1
1488,Monday,11,4,en,103,3,0,34,3.0,764,1
1489,Monday,11,4,en,1136,5,0,0,0.0,3753,0
1490,Monday,11,4,en,773,0,0,49,0.0,3751,0
1491,Monday,11,4,en,35158,26,0,54,0.0,3914,1
1492,Monday,11,4,en,3756,4,0,61,0.0,3753,1
1493,Monday,11,4,en,261,5,0,24,0.0,2844,1
1494,Monday,11,4,en,10865,1,0,24,0.0,3753,1
1495,Monday,12,4,en,1040,1,0,49,2.0,3786,1
1496,Monday,12,4,en,127633,4,0,70,0.0,3751,0
1497,Monday,12,4,en,3756,9,0,61,3.0,3753,0
1498,Monday,12,4,en,20460,1,0,53,0.0,1931,1
1499,Monday,12,4,en,126,1,0,25,3.0,1065,1
1500,Monday,12,4,en,399,2,0,45,3.0,3753,1
1501,Monday,12,4,en,264,3,0,35,0.0,3739,1
1502,Monday,12,4,en,1328,10,0,45,1.0,3786,1
1503,Monday,12,4,en,211,0,0,46,0.0,1483,0
1504,Monday,12,4,en,284,5,0,56,0.0,718,1
1505,Monday,12,4,en,14997,0,0,54,0.0,3849,0
1506,Monday,12,4,en,124,1,0,18,0.5,3782,1
1507,Monday,12,4,en,124,1,0,18,0.0,3782,1
1508,Monday,12,4,en,446996,2,0,72,2.0,3751,1
1509,Monday,12,4,en,274,0,0,48,0.0,294,0
1510,Monday,12,4,en,287,6,0,44,0.0,2705,1
1511,Monday,12,4,en,604,0,0,46,1.0,468,0
1512,Monday,12,4,en,504,1,0,0,2.0,3774,1
1513,Monday,12,4,en,402,1,0,40,0.0,3751,0
1514,Monday,12,4,en,185,1,0,35,0.0,2432,0
1515,Monday,12,4,en,1623,0,0,60,0.0,3792,0
1516,Monday,12,4,en,1071,4,0,42,3.0,585,1
1517,Monday,12,4,en,50,2,0,27,0.0,3737,0
1518,Monday,12,4,en,175,0,0,25,0.0,3816,0
1519,Monday,12,4,en,1823,1,0,51,0.0,3753,1
1520,Monday,12,4,en,368,74,0,43,0.0,3816,1
1521,Monday,12,4,en,368,60,0,43,0.0,3816,1
1522,Monday,12,4,en,368,20,0,43,0.0,3816,1
1523,Monday,12,4,en,357,0,0,29,0.0,2039,0
1524,Monday,12,4,en,2832,0,0,41,0.0,3753,0
1525,Monday,12,4,en,2303,1,0,45,0.0,3778,0
1526,Monday,12,4,en,462,1,0,33,0.0,3031,0
1527,Monday,12,4,en,1510,29,0,38,0.0,2663,1
1528,Monday,12,4,en,45,0,0,36,0.0,3751,0
1529,Monday,12,4,en,48,0,0,40,0.0,3751,0
1530,Monday,12,4,en,177,2,0,41,0.0,1069,0
1531,Monday,12,4,en,1688,0,0,43,0.0,3840,0
1532,Monday,12,4,en,8,9,0,33,0.0,806,1
1533,Monday,12,4,en,481,0,0,42,0.0,3062,0
1534,Monday,12,4,en,38,0,0,31,0.0,3852,0
1535,Monday,12,4,en,1552,0,0,50,0.0,3751,0
1536,Monday,12,4,en,419,0,0,40,0.0,3761,0
1537,Monday,12,4,en,474,1,0,44,0.0,3751,1
1538,Monday,12,4,en,474,1,0,44,-2.0,3751,1
1539,Monday,12,4,en,474,1,0,44,1.5,3751,1
1540,Monday,12,4,en,91,0,0,38,0.0,3738,0
1541,Monday,12,4,en,1241,0,0,37,0.0,2538,0
1542,Monday,12,4,en,463,0,0,33,1.0,3031,0
1543,Monday,12,4,en,115,0,0,29,0.0,818,0
1544,Monday,13,4,en,419,0,0,40,0.0,3761,0
1545,Monday,13,4,en,595,0,0,48,0.0,464,0
1546,Monday,13,4,en,644,0,0,42,1.0,3744,0
1547,Monday,13,4,en,798,1,0,43,0.0,3741,0
1548,Monday,13,4,en,419,1,0,40,0.0,3761,0
1549,Monday,13,4,en,92,0,0,34,0.0,4807,0
1550,Monday,13,4,en,734,0,0,38,1.0,3031,0
1551,Monday,13,4,en,98,30,0,29,0.0,3953,1
1552,Monday,13,4,en,375,1,0,44,3.0,3852,0
1553,Monday,13,4,en,711,11,0,42,1.0,3775,1
1554,Monday,13,4,en,38,1,0,31,0.0,3852,1
1555,Monday,13,4,en,14999,0,0,54,0.0,3849,0
1556,Monday,13,4,en,689,0,0,43,0.0,2844,0
1557,Monday,13,4,en,2110,1,0,46,0.0,3791,1
1558,Monday,13,4,en,38,1,0,31,3.0,3852,1
1559,Monday,13,4,en,411,2,0,39,0.0,3162,1
1560,Monday,13,4,en,5031,0,0,52,3.0,3776,0
1561,Monday,13,4,en,2127,0,0,43,0.0,3738,0
1562,Monday,13,4,en,2825,0,0,31,0.0,3738,0
1563,Monday,13,4,en,8938,0,0,54,0.0,1329,0
1564,Monday,13,4,en,1313,1,0,52,0.0,3753,1
1565,Monday,13,4,en,225,5,0,46,1.0,1341,1
1566,Monday,13,4,en,48669,2,0,59,0.0,4023,0
1567,Monday,13,4,en,654,0,0,47,2.0,1337,0
1568,Monday,13,4,en,2435,55,0,49,0.0,694,1
1569,Monday,13,4,en,51,10,0,35,0.0,882,1
1570,Monday,13,4,en,305,7,0,43,0.0,611,1
1571,Monday,13,4,en,2632,0,0,48,0.0,3738,0
1572,Monday,13,4,en,1292,0,0,61,-2.0,3914,0
1573,Monday,13,4,en,141,1,0,26,2.0,3019,0
1574,Monday,13,4,en,142,0,0,49,0.0,2071,0
1575,Monday,13,4,en,1042,0,0,47,0.0,3785,0
1576,Monday,13,4,en,18401,3,0,71,0.0,3764,0
1577,Monday,13,4,en,342,0,0,53,4.0,3753,0
1578,Monday,13,4,en,18402,1,0,71,0.0,3764,1
1579,Monday,13,4,en,1030,4,0,39,2.0,343,1
1580,Monday,13,4,en,360,0,0,46,-2.0,4020,0
1581,Monday,13,4,en,375,1,0,44,0.0,3852,0
1582,Monday,13,4,en,41,1,0,31,0.0,3852,1
1583,Monday,14,4,en,465,0,0,33,0.0,3031,0
1584,Monday,14,4,en,1057,0,0,48,0.0,800,0
1585,Monday,14,4,en,431,0,0,42,0.0,3843,0
1586,Monday,14,4,en,365,0,0,42,1.0,3764,0
1587,Monday,14,4,en,995,0,0,46,0.0,3846,0
1588,Monday,14,4,en,4,0,0,14,0.0,4808,0
1589,Monday,14,4,en,431,1,0,21,3.0,4451,1
1590,Monday,14,4,en,4473,31,0,54,0.0,3766,1
1591,Monday,14,4,en,2167,1,0,62,0.0,2055,1
1592,Monday,14,4,en,365,75,0,42,0.0,3764,1
1593,Monday,14,4,en,285,1,0,41,-1.0,2650,1
1594,Monday,14,4,en,16204,0,0,54,0.0,3849,0
1595,Monday,14,4,en,173,0,0,41,1.0,79,0
1596,Monday,14,4,en,373,0,0,31,3.0,3751,0
1597,Monday,14,4,en,888,2,0,44,0.0,3751,1
1598,Monday,14,4,en,225076,3,0,63,0.0,3784,0
1599,Monday,14,4,en,69,0,0,33,4.0,800,0
1600,Monday,14,4,en,48669,1,0,59,0.0,4023,0
1601,Monday,14,4,en,1321,0,0,32,0.0,3751,0
1602,Monday,14,4,en,966,0,0,45,4.0,3764,0
1603,Monday,14,4,en,403,0,0,36,0.0,4648,0
1604,Monday,14,4,en,71,0,0,28,1.0,3751,0
1605,Monday,14,4,en,955,0,0,36,4.0,80,0
1606,Monday,14,4,en,477,0,0,50,0.0,3738,0
1607,Monday,14,4,en,77,1,0,37,0.0,4809,1
1608,Monday,14,4,en,735,0,0,38,0.0,3031,0
1609,Monday,14,4,en,2087,0,0,0,0.0,3011,0
1610,Monday,14,4,en,1168,0,0,46,0.0,2432,0
1611,Monday,14,4,en,467,0,0,33,0.0,3031,0
1612,Monday,14,4,en,516,1,0,33,1.0,3754,0
1613,Monday,14,4,en,492,5,0,32,0.0,2055,1
1614,Monday,14,4,en,258,0,0,41,-1.0,3909,0
1615,Monday,14,4,en,1556,0,0,46,0.0,3785,0
1616,Monday,14,4,en,534,0,0,46,1.0,3753,0
1617,Monday,14,4,en,239,0,0,44,1.0,1603,0
1618,Monday,14,4,en,1008,0,0,50,0.0,3874,0
1619,Monday,14,4,en,20,0,0,16,0.0,828,0
1620,Monday,14,4,en,27356,0,0,58,0.0,3873,0
1621,Monday,14,4,en,357,0,0,45,2.0,4043,0
1622,Monday,14,4,en,37,1,0,24,2.0,3790,0
1623,Monday,14,4,en,1348,0,0,50,2.0,4279,0
1624,Monday,14,4,en,913,0,0,43,2.0,4279,0
1625,Monday,14,4,en,44,0,0,27,0.0,3019,0
1626,Monday,14,4,en,361,0,0,47,0.0,3030,0
1627,Monday,15,4,en,155,0,0,40,0.0,3751,0
1628,Monday,15,4,en,14018,4,0,51,0.0,3751,0
1629,Monday,15,4,en,361,0,0,47,2.0,3030,0
1630,Monday,15,4,en,2280,1,0,48,0.0,3953,1
1631,Monday,15,4,en,2529,3,0,52,-1.0,3753,0
1632,Monday,15,4,en,888,0,0,49,0.0,3751,0
1633,Monday,15,4,en,2046,0,0,42,0.0,3776,0
1634,Monday,15,4,en,457,0,0,44,0.0,3763,0
1635,Monday,15,4,en,1005,2,0,48,1.5,3019,1
1636,Monday,15,4,en,1005,2,0,48,-2.0,3019,1
1637,Monday,15,4,en,419,0,0,40,0.0,3761,0
1638,Monday,15,4,en,239,0,0,44,0.0,1603,0
1639,Monday,15,4,en,16202,1,0,54,0.0,3849,0
1640,Monday,15,4,en,17328,1,0,47,0.0,3762,1
1641,Monday,15,4,en,36,1,0,27,0.0,1069,1
1642,Monday,15,4,en,441,2,0,38,0.0,3753,1
1643,Monday,15,4,en,4875,1,0,50,0.0,463,0
1644,Monday,15,4,en,98,9,0,32,0.0,3805,1
1645,Monday,15,4,en,611,0,0,40,0.0,3312,0
1646,Monday,15,4,en,183,0,0,43,0.0,3738,0
1647,Monday,15,4,en,360,0,0,46,2.0,4020,0
1648,Monday,15,4,en,17328,2,0,47,2.0,3762,1
1649,Monday,15,4,en,43481,4,0,75,0.0,3766,1
1650,Monday,15,4,en,212,0,0,46,0.0,1483,0
1651,Monday,15,4,en,363,0,0,47,0.0,3030,0
1652,Monday,15,4,en,447013,21,26,72,2.0,3751,0
1653,Monday,15,4,en,301,1,0,41,2.0,3095,1
1654,Monday,15,4,en,3976,1,0,68,0.0,4810,0
